"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Cahuilla (Desert),Nc31,xd1131,Cahuilla (Nc31),33.0,-116.0,33.0,-116.0,cahu1264,Cahuilla,chl,Uto-Aztecan,1870,1,Complete absence of agriculture,,with special reference to the Desert Cahuilla,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Desert Cahuilla,,1870,2,A high god present but otiose or not concerned with human affairs,,with special reference to the Desert Cahuilla,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Desert Cahuilla,Drucker(1937); Gifford(1918b); Hooper(1920); Strong(1929a); Gifford(1922k); 
Ethnographic Atlas,Mi'kmaq,Na41,xd1058,Micmac (Na41),47.0,-65.0,47.0,-65.0,mikm1235,Mi'kmaq,mic,Algic,1700,1,Complete absence of agriculture,But there was some agriculture in post-Columbian times,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,1700,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Mainland division,,1700,2,A high god present but otiose or not concerned with human affairs,,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,1700,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); 
Ethnographic Atlas,Tahltan,Na27,xd1043,Tahltan (Na27),58.0,-131.0,58.0,-131.0,tahl1239,Tahltan,tht,Athapaskan-Eyak-Tlingit,1870,1,Complete absence of agriculture,,,Emmons(1911); MacLachlan(1957); Teit(1906a); Teit(1956); ,1870,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1870,2,A high god present but otiose or not concerned with human affairs,,,Emmons(1911); MacLachlan(1957); Teit(1906a); Teit(1956); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Emmons(1911); MacLachlan(1957); Teit(1906a); Teit(1956); 
Ethnographic Atlas,Lamba,Ac5,xd71,Lamba (Ac5),-13.0,28.0,-13.0,28.0,lamb1271,Lamba,lam,Atlantic-Congo,1920,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Mitchell and Barnes(1950); Doke(1931); ,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,1920,2,A high god present but otiose or not concerned with human affairs,,,Mitchell and Barnes(1950); Doke(1931); ,1920,6,"Games of physical skill and of strategy present, but not games of chance",,,Mitchell and Barnes(1950); Doke(1931); 
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),36.0,-120.0,36.0,-120.0,nort2937,Northern Foothill Yokuts,,Yokutsan,1850,1,Complete absence of agriculture,,with special reference to those of the Northern Foothills,Kroeber(1925e); Gayton(1948a); Driver(1937); Gayton(1930); ,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to those of the Northern Foothills,,1850,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to those of the Northern Foothills,Kroeber(1925e); Gayton(1948a); Driver(1937); Gayton(1930); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to those of the Northern Foothills,Kroeber(1925e); Gayton(1948a); Driver(1937); Gayton(1930); 
Ethnographic Atlas,Kutchin,Na20,xd1037,Kutchin (Na20),66.0,-135.0,66.0,-135.0,gwic1235,Gwich'in,gwi,Athapaskan-Eyak-Tlingit,1880,1,Complete absence of agriculture,,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); ,1880,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Tatlit of Peel River Kutchin,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Tatlit of Peel River Kutchin,Slobodin(1962); Osgood(1936); 
Ethnographic Atlas,Tolowa,Nb6,xd1103,Tolowa (Nb6),42.0,-124.0,42.0,-124.0,tolo1259,Tolowa,tol,Athapaskan-Eyak-Tlingit,1870,1,Complete absence of agriculture,,,Drucker(1936); Driver(1939); DuBois(1932); ,1870,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Drucker(1936); Driver(1939); DuBois(1932); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Drucker(1936); Driver(1939); DuBois(1932); 
Ethnographic Atlas,Bitterroot Salish,Nd12,xd1144,Flathead (Nd12),46.0,-113.0,46.0,-113.0,kali1309,Kalispel,,Salishan,1860,1,Complete absence of agriculture,,,Teit(1930); Ray(1942); Turney-High(1937); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Teit(1930); Ray(1942); Turney-High(1937); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Teit(1930); Ray(1942); Turney-High(1937); 
Ethnographic Atlas,Kwoma,Ie12,xd788,Kwoma (Ie12),-4.0,142.0,-4.0,142.0,kwom1262,Kwoma,kmo,Sepik,1930,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,Hongwam subtribe; Rumbima,Whiting(1941); Whiting and Reed(1938); ,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Hongwam subtribe; Rumbima,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Hongwam subtribe; Rumbima,Whiting(1941); Whiting and Reed(1938); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Hongwam subtribe; Rumbima,Whiting(1941); Whiting and Reed(1938); 
Ethnographic Atlas,Yavapai,Nd66,xd1203,Yavapai (Nd66),35.0,-112.0,35.0,-112.0,yava1252,Yavapai,,Cochimi-Yuman,1870,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",But agriculture was practiced by a few families only,with exdlusive reference to the Northeastern Yavapai,Drucker(1941); Gifford(1936); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,with exdlusive reference to the Northeastern Yavapai,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with exdlusive reference to the Northeastern Yavapai,Drucker(1941); Gifford(1936); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with exdlusive reference to the Northeastern Yavapai,Drucker(1941); Gifford(1936); 
Ethnographic Atlas,Apinaye,Sj7,xd1415,Apinaye (Sj7),-6.0,-49.0,-6.0,-49.0,apin1244,Apinayé,apn,Nuclear-Macro-Je,1920,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Nimuendaju(1939); Maybury-Lewis(1960); ,1920,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1920,2,A high god present but otiose or not concerned with human affairs,,,Nimuendaju(1939); Maybury-Lewis(1960); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Nimuendaju(1939); Maybury-Lewis(1960); 
Ethnographic Atlas,Yurok,Nb4,xd1101,Yurok (Nb4),41.0,-124.0,41.0,-124.0,yuro1248,Yurok,yur,Algic,1850,1,Complete absence of agriculture,,,Kroeber(1925b); Waterman and Kroeber(1934); Erickson(1943); Loeffelholz(1893); Kroeber(1960); Heizer and Mills(1952); ,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1850,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Kroeber(1925b); Waterman and Kroeber(1934); Erickson(1943); Loeffelholz(1893); Kroeber(1960); Heizer and Mills(1952); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Kroeber(1925b); Waterman and Kroeber(1934); Erickson(1943); Loeffelholz(1893); Kroeber(1960); Heizer and Mills(1952); 
Ethnographic Atlas,Macassarese,Ic1,xd759,Macassarese (Ic1),-5.31,119.69,-5.0,119.0,maka1311,Makasar,mak,Austronesian,1940,6,Intensive cultivation where it is largely dependent upon irrigation,,Borongloe,Chabot(1950); ,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,Borongloe,,1940,4,"A high god present, active, and specifically supportive of human morality",,Borongloe,Chabot(1950); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Borongloe,Chabot(1950); 
Ethnographic Atlas,Nunivak,Na6,xd1064,Nunivak (Na6),60.0,-166.0,60.0,-166.0,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut,1930,1,Complete absence of agriculture,,,Lantis(1946); ,1930,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,"Belief in an otiose supreme being who is not, however, a creator",,Lantis(1946); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Lantis(1946); 
Ethnographic Atlas,Siwans,Cc3,xd500,Siwans (Cc3),29.0,26.0,29.0,26.0,siwi1239,Siwi,siz,Afro-Asiatic,1920,6,Intensive cultivation where it is largely dependent upon irrigation,,inhabitants of the oasis of Siwa,Belgrave(1923); Cline(1936); Abd Allah(1917); ,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,inhabitants of the oasis of Siwa,,1920,4,"A high god present, active, and specifically supportive of human morality",,inhabitants of the oasis of Siwa,Belgrave(1923); Cline(1936); Abd Allah(1917); ,1920,4,Games of physical skill and of chance both present,,inhabitants of the oasis of Siwa,Belgrave(1923); Cline(1936); Abd Allah(1917); 
Ethnographic Atlas,Lepcha,Ee3,xd655,Lepcha (Ee3),28.0,89.0,28.0,89.0,lepc1244,Lepcha,lep,Sino-Tibetan,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); ,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Lingthem and vicinity,,1930,3,A high god present and active in human affairs but not offering positive support to human morality,,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Lingthem and vicinity,Morris(1938); Gorer(1938); Das and Banerjee(1962); 
Ethnographic Atlas,Rundi,Ae8,xd184,Rundi (Ae8),-3.0,30.0,-3.0,30.0,rund1242,Rundi,run,Atlantic-Congo,1910,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,D'Hertefelt et al.(1962); Simons(1944); Delacauw(1936); Meyer(1916); Bourgeois(1954); Van der Burgt(1903); ,1910,2,A belief in possession exists.,,,,1910,2,A high god present but otiose or not concerned with human affairs,,,D'Hertefelt et al.(1962); Simons(1944); Delacauw(1936); Meyer(1916); Bourgeois(1954); Van der Burgt(1903); ,1910,6,"Games of physical skill and of strategy present, but not games of chance",,,D'Hertefelt et al.(1962); Simons(1944); Delacauw(1936); Meyer(1916); Bourgeois(1954); Van der Burgt(1903); 
Ethnographic Atlas,Amahuaca,Se8,xd1372,Amahuaca (Se8),-10.0,-72.0,-10.0,-72.0,amah1246,Amahuaca,amc,Pano-Tacanan,1950,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); ,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,Upper Inuya River,,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); ,1950,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Upper Inuya River,Tessmann(1930); Dole(1962); Dole(1961); Carneiro(1968); Carneiro(1964b); Carneiro(1964a); Carneiro(1962); Huxley(1964); 
